法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,平成二十三年国土交通省令第十三号,土地利用履歴調査作業規程準則,とちりようりれきちょうささぎょうきていじゅんそく,,平成二十三年三月十八日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60000800013,https://elaws.e-gov.go.jp/document?lawid=423M60000800013_20161001_000000000000000,,
府省令,平成二十三年国土交通省令第三十九号,東日本大震災による被害を受けた公共土木施設の災害復旧事業等に係る工事の国等による代行に関する法律及び東日本大震災による被害を受けた公共土木施設の災害復旧事業等に係る工事の国等による代行に関する法律施行令の規定による権限の委任に関する省令,ひがしにほんだいしんさいによるひがいをうけたこうきょうどぼくしせつのさいがいふっきゅうじぎょうとうにかかるこうじのくにとうによるだいこうにかんするほうりつおよびひがしにほんだいしんさいによるひがいをうけたこうきょうどぼくしせつのさいがいふっきゅうじぎょうなどにかかるこうじのくになどによるだいこうにかんするほうりつせこうれいのきていによるけんげんのいにんにかんするしょうれい,,平成二十三年四月二十九日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60000800039,https://elaws.e-gov.go.jp/document?lawid=423M60000800039_20161001_000000000000000,,
府省令,平成二十三年国土交通省令第四十号,東日本大震災に対処するための特別の財政援助及び助成に関する法律の国土交通省関係規定の施行に関する省令,ひがしにほんだいしんさいにたいしょするためのとくべつのざいせいえんじょおよびじょせいにかんするほうりつのこくどこうつうしょうかんけいきていのせこうにかんするしょうれい,,平成二十三年五月二日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60000800040,https://elaws.e-gov.go.jp/document?lawid=423M60000800040_20161001_000000000000000,,
府省令,平成二十三年国土交通省令第九十七号,国土交通省関係東日本大震災復興特別区域法施行規則,こくどこうつうしょうかんけいひがしにほんだいしんさいふっこうとくべつくいきほうせこうきそく,,平成二十三年十二月二十二日,防災のための集団移転促進事業に係る国の財政上の特別措置等に関する法律施行規則の一部を改正する省令,令和二年国土交通省令第四十三号,令和二年四月一日,令和二年四月一日,,423M60000800097,https://elaws.e-gov.go.jp/document?lawid=423M60000800097_20200401_502M60000800043,,
府省令,平成二十三年国土交通省令第九十九号,津波防災地域づくりに関する法律施行規則,つなみぼうさいちいきづくりにかんするほうりつせこうきそく,,平成二十三年十二月二十六日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60000800099,https://elaws.e-gov.go.jp/document?lawid=423M60000800099_20161001_000000000000000,,
府省令,平成二十三年内閣府・国土交通省令第四号,東日本大震災復興特別区域法第五十三条第五項、第五十四条第四項及び第九項並びに第五十六条第三項に規定する国土交通大臣等に対する協議に関する命令,ひがしにほんだいしんさいふっこうとくべつくいきほうだいごじゅうさんじょうだいごこう、だいごじゅうよんじょうだいよんこうおよびだいきゅうこうならびにだいごじゅうろくじょうだいさんこうにきていするこくどこうつうだいじんとうにたいするきょうぎにかんするめいれい,,平成二十三年十二月二十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60000802004,https://elaws.e-gov.go.jp/document?lawid=423M60000802004_20161001_000000000000000,,
府省令,平成二十三年内閣府・国土交通省令第五号,東日本大震災復興特別区域法第十八条第一項の認定の申請に係る都道府県公安委員会の意見の聴取に関する命令,ひがしにほんだいしんさいふっこうとくべつくいきほうだいじゅうはちじょうだいいっこうのにんていのしんせいにかかるとどうふけんこうあんいいんかいのいけんのちょうしゅにかんするめいれい,,平成二十三年十二月二十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60000802005,https://elaws.e-gov.go.jp/document?lawid=423M60000802005_20161001_000000000000000,,
府省令,平成二十三年内閣府・国土交通省令第八号,指定避難施設の管理及び協定避難施設の管理協定に関する命令,していひなんしせつのかんりおよびきょうていひなんしせつのかんりきょうていにかんするめいれい,,平成二十三年十二月二十六日,指定避難施設の管理及び協定避難施設の管理協定に関する命令の一部を改正する命令,平成三十年内閣府・国土交通省令第二号,平成三十年三月三十日,平成三十年四月一日,,423M60000802008,https://elaws.e-gov.go.jp/document?lawid=423M60000802008_20180401_430M60000802002,,
府省令,平成二十三年総務省・国土交通省令第一号,運輸事業の振興の助成に関する法律施行規則,うんゆじぎょうのしんこうのじょせいにかんするほうりつせこうきそく,,平成二十三年九月二十六日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60000808001,https://elaws.e-gov.go.jp/document?lawid=423M60000808001_20161001_000000000000000,,
府省令,平成二十三年厚生労働省・国土交通省令第二号,国土交通省・厚生労働省関係高齢者の居住の安定確保に関する法律施行規則,こくどこうつうしょうこうせいろうどうしょうかんけいこうれいしゃのきょじゅうのあんていかくほにかんするほうりつせこうきそく,,平成二十三年八月十二日,国土交通省・厚生労働省関係高齢者の居住の安定確保に関する法律施行規則の一部を改正する省令,令和元年厚生労働省・国土交通省令第四号,令和元年十一月一日,令和元年十二月十四日,,423M60000900002,https://elaws.e-gov.go.jp/document?lawid=423M60000900002_20191214_501M60000900004,,
府省令,平成二十三年農林水産省・国土交通省令第二号,農林水産省・国土交通省関係東日本大震災復興特別区域法施行規則,のうりんすいさんしょう・こくどこうつうしょうかんけいひがしにほんだいしんさいふっこうとくべつくいきほうせこうきそく,,平成二十三年十二月二十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60000a00002,https://elaws.e-gov.go.jp/document?lawid=423M60000a00002_20161001_000000000000000,,
府省令,平成二十三年内閣府・農林水産省・国土交通省令第一号,東日本大震災復興特別区域法第四十八条第三項に規定する農林水産大臣、国土交通大臣等に対する協議に関する命令,ひがしにほんだいしんさいふっこうとくべつくいきほうだいよんじゅうはちじょうだいさんこうにきていするのうりんすいさんだいじんこくどこうつうだいじんとうにたいするきょうぎにかんするめいれい,,平成二十三年十二月二十二日,平成２９年５月１日（基準日）現在のデータ,,平成二十九年五月一日,,,423M60000a02001,https://elaws.e-gov.go.jp/document?lawid=423M60000a02001_20170501_999M60000a02001,,
府省令,平成二十三年文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省令第一号,文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省関係平成二十三年原子力事故による被害に係る緊急措置に関する法律施行規則,もんぶかがくしょう・こうせいろうどうしょう・のうりんすいさんしょう・けいざいさんぎょうしょう・こくどこうつうしょうかんけいへいせいにじゅうさんねんげんしりょくじこによるひがいにかかるきんきゅうそちにかんするほうりつせこうきそく,,平成二十三年九月十六日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60000f80001,https://elaws.e-gov.go.jp/document?lawid=423M60000f80001_20161001_000000000000000,,
府省令,平成二十三年環境省令第九号,東日本大震災に対処するための窒素酸化物排出基準等を適用しない期間の特例に関する省令,ひがしにほんだいしんさいにたいしょするためのちっそさんかぶつはいしゅつきじゅんとうをてきようしないきかんのとくれいにかんするしょうれい,,平成二十三年五月十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001000009,https://elaws.e-gov.go.jp/document?lawid=423M60001000009_20161001_000000000000000,,
府省令,平成二十三年環境省令第十八号,関係原子力事業者による協力措置に関する省令,かんけいげんしりょくじぎょうしゃによるきょうりょくそちにかんするしょうれい,,平成二十三年八月三十日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001000018,https://elaws.e-gov.go.jp/document?lawid=423M60001000018_20161001_000000000000000,,
府省令,平成二十三年環境省令第二十三号,地域における多様な主体の連携による生物の多様性の保全のための活動の促進等に関する法律第四条第六項に規定する環境大臣に対する協議に関する省令,ちいきにおけるたようなしゅたいのれんけいによるせいぶつのたようせいのほぜんのためのかつどうのそくしんとうにかんするほうりつだいよんじょうだいろくこうにきていするかんきょうだいじんにたいするきょうぎにかんするしょうれい,,平成二十三年九月三十日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001000023,https://elaws.e-gov.go.jp/document?lawid=423M60001000023_20161001_000000000000000,,
府省令,平成二十三年環境省令第二十四号,地域における多様な主体の連携による生物の多様性の保全のための活動の促進等に関する法律第十五条第三項の規定により地方環境事務所長に委任する権限を定める省令,ちいきにおけるたようなしゅたいのれんけいによるせいぶつのたようせいのほぜんのためのかつどうのそくしんとうにかんするほうりつだいじゅうごじょうだいさんこうのきていによりちほうかんきょうじむしょちょうにいにんするけんげんをさだめるしょうれい,,平成二十三年九月三十日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001000024,https://elaws.e-gov.go.jp/document?lawid=423M60001000024_20161001_000000000000000,,
府省令,平成二十三年環境省令第三十三号,平成二十三年三月十一日に発生した東北地方太平洋沖地震に伴う原子力発電所の事故により放出された放射性物質による環境の汚染への対処に関する特別措置法施行規則,へいせいにじゅうさんねんさんがつじゅういちにちにはっせいしたとうほくちほうたいへいようおきじしんにともなうげんしりょくはつでんしょのじこによりほうしゅつされたほうしゃせいぶっしつによるかんきょうのおせんへのたいしょにかんするとくべつそちほうせこうきそく,,平成二十三年十二月十四日,平成二十三年三月十一日に発生した東北地方太平洋沖地震に伴う原子力発電所の事故により放出された放射性物質による環境の汚染への対処に関する特別措置法施行規則の一部を改正する省令,平成二十九年環境省令第二十三号,平成二十九年十月二十七日,平成二十九年十月二十七日,,423M60001000033,https://elaws.e-gov.go.jp/document?lawid=423M60001000033_20171027_429M60001000023,,
府省令,平成二十三年環境省令第三十四号,汚染廃棄物対策地域の指定の要件等を定める省令,おせんはいきぶつたいさくちいきのしていのようけんとうをさだめるしょうれい,,平成二十三年十二月十四日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001000034,https://elaws.e-gov.go.jp/document?lawid=423M60001000034_20161001_000000000000000,,
府省令,平成二十三年環境省令第三十五号,環境省関係東日本大震災復興特別区域法施行規則,かんきょうしょうかんけいひがしにほんだいしんだいふっこうとくべつくいきほうせこうきそく,,平成二十三年十二月二十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001000035,https://elaws.e-gov.go.jp/document?lawid=423M60001000035_20161001_000000000000000,,
府省令,平成二十三年環境省令第三十七号,除染実施区域に係る除染等の措置等を実施する者を定める省令,じょせんじっしくいきにかかるじょせんとうのそちとうをじっしするものをさだめるしょうれい,,平成二十三年十二月二十八日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001000037,https://elaws.e-gov.go.jp/document?lawid=423M60001000037_20161001_000000000000000,,
府省令,平成二十三年国土交通省・環境省令第三号,地域における多様な主体の連携による生物の多様性の保全のための活動の促進等に関する法律第四条第七項に規定する都道府県知事に対する協議に関する省令,ちいきにおけるたようなしゅたいのれんけいによるせいぶつのたようせいのほぜんのためのかつどうのそくしんとうにかんするほうりつだいよんじょうだいななこうにきていするとどうふけんちじにたいするきょうぎにかんするしょうれい,,平成二十三年九月三十日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001800003,https://elaws.e-gov.go.jp/document?lawid=423M60001800003_20161001_000000000000000,,
府省令,平成二十三年国土交通省・環境省令第四号,国土交通省・環境省関係東日本大震災復興特別区域法施行規則,こくどこうつうしょう・かんきょうしょうかんけいひがしにほんだいしんさいふっこうとくべつくいきほうせこうきそく,,平成二十三年十二月二十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001800004,https://elaws.e-gov.go.jp/document?lawid=423M60001800004_20161001_000000000000000,,
府省令,平成二十三年内閣府・国土交通省・環境省令第一号,東日本大震災復興特別区域法第四十九条第六項に規定する国土交通大臣、環境大臣等に対する協議に関する命令,ひがしにほんだいしんさいふっこうとくべつくいきほうだいよんじゅうきゅうじょうだいろっこうにきていするこくどこうつうだいじん、かんきょうだいじんとうにたいするきょうぎにかんするめいれい,,平成二十三年十二月二十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001802001,https://elaws.e-gov.go.jp/document?lawid=423M60001802001_20161001_000000000000000,,
府省令,平成二十三年農林水産省・国土交通省・環境省令第二号,地域における多様な主体の連携による生物の多様性の保全のための活動の促進等に関する法律第四条第二項第三号の特定非営利活動法人に準ずる者を定める省令,ちいきにおけるたようなしゅたいのれんけいによるせいぶつのたようせいのほぜんのためのかつどうのそくしんとうにかんするほうりつだいよんじょうだいにこうだいさんごうのとくていひえいりかつどうほうじんにじゅんずるものをさだめるしょうれい,,平成二十三年九月三十日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001a00002,https://elaws.e-gov.go.jp/document?lawid=423M60001a00002_20161001_000000000000000,,
府省令,平成二十三年農林水産省・国土交通省・環境省令第三号,農林水産省・国土交通省・環境省関係東日本大震災復興特別区域法施行規則,のうりんすいさんしょう・こくどこうつうしょう・かんきょうかんけいひがしにほんだいしんさいふっこうとくべつくいきほうせこうきそく,,平成二十三年十二月二十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60001a00003,https://elaws.e-gov.go.jp/document?lawid=423M60001a00003_20161001_000000000000000,,
府省令,平成二十三年総務省・財務省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第一号,地域資源を活用した農林漁業者等による新事業の創出等及び地域の農林水産物の利用促進に関する法律に基づく研究開発・成果利用事業計画の認定等に関する省令,ちいきしげんをかつようしたのうりんぎょぎょうぶつとうによるしんじぎょうのそうしゅつとうおよびちいきののうりんすいさんぶつのりようそくしんにかんするほうりつにもとづくけんきゅうかいはつ・せいかりようじぎょうけいかくのにんていとうにかんするしょうれい,,平成二十三年二月二十八日,地域資源を活用した農林漁業者等による新事業の創出等及び地域の農林水産物の利用促進に関する法律に基づく研究開発・成果利用事業計画の認定等に関する省令の一部を改正する省令,令和元年総務省・財務省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第二号,令和元年七月一日,令和元年七月一日,,423M60001f48001,https://elaws.e-gov.go.jp/document?lawid=423M60001f48001_20190701_501M60001f48002,,
府省令,平成二十三年内閣府・総務省・法務省・文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第一号,認可特定保険業者等に関する命令,にんかとくていほけんぎょうしゃとうにかんするめいれい,,平成二十三年五月十三日,認可特定保険業者等に関する命令の一部を改正する命令,令和元年内閣府・総務省・法務省・文部科学省・厚生労働省・農林水産省・経済産業省・国土交通省・環境省令第二号,令和元年十一月二十一日,令和元年十二月十四日,,423M60001f9a001,https://elaws.e-gov.go.jp/document?lawid=423M60001f9a001_20191214_501M60001f9a002,,
府省令,平成二十三年防衛省令第九号,自衛官に対する入院時食事療養費等の額についての特例を定める省令,じえいかんにたいするにゅういんじしょくじりょうようひとうのがくについてのとくれいをさだめるしょうれい,,平成二十三年五月二日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60002000009,https://elaws.e-gov.go.jp/document?lawid=423M60002000009_20161001_000000000000000,,
府省令,平成二十三年国家公安委員会規則第五号,留置施設の巡察に関する規則,りゅうちしせつのじゅんさつにかんするきそく,,平成二十三年三月三十一日,平成２８年１０月１日（基準日）現在のデータ,,,,,423M60400000005,https://elaws.e-gov.go.jp/document?lawid=423M60400000005_20161001_000000000000000,,
府省令,平成二十三年国家公安委員会規則第八号,国家公安委員会行政文書管理規則,こっかこうあんいいんかいぎょうせいぶんしょかんりきそく,,平成二十三年四月一日,国家公安委員会行政文書管理規則及び国家公安委員会における特定秘密の保護に関する規則の一部を改正する規則,令和元年国家公安委員会規則第九号,令和元年十二月十日,令和元年十二月十一日,,423M60400000008,https://elaws.e-gov.go.jp/document?lawid=423M60400000008_20191211_501M60400000009,,
府省令,平成二十三年会計検査院規則第七号,平成二十三年原子力事故による被害に係る緊急措置に関する法律の施行に伴う会計検査の実施に関し必要な事項を定める規則,へいせいにじゅうさんねんげんしりょくじこによるひがいにかかるきんきゅうそちにかんするほうりつのせこうにともなうかいけいけんさのじっしにかんしひつようなじこうをさだめるきそく,,平成二十三年九月十六日,会計検査院法施行規則等の一部を改正する規則,令和元年会計検査院規則第二号,令和元年十二月十三日,令和元年十二月十六日,,423R00000001007,https://elaws.e-gov.go.jp/document?lawid=423R00000001007_20191216_501R00000001002,,
府省令,平成二十三年人事院規則八―一八,人事院規則八―一八（採用試験）,じんじいんきそくはちのじゅうはちさいようしけん,,平成二十三年四月十四日,人事院規則八―一八（採用試験）の一部を改正する人事院規則,令和二年人事院規則八―一八―二九,令和二年六月十日,令和二年六月十日,,423RJNJ08018000,https://elaws.e-gov.go.jp/document?lawid=423RJNJ08018000_20200610_502RJNJ08018029,,
府省令,平成二十三年人事院規則九―一二九,人事院規則九―一二九（東日本大震災及び東日本大震災以外の特定大規模災害等に対処するための人事院規則九―三〇（特殊勤務手当）の特例）,じんじいんきそくきゅうのひゃくにじゅうきゅうきゅうひがしにほんだいしんさいおよびひがしにほんだいしんさいいがいのとくていだいきぼさいがいとうにたいしょするためのじんじいんきそくきゅうのさんじゅうとくしゅきんむてあてのとくれい,,平成二十三年六月二十九日,人事院規則九―一二九（東日本大震災及び東日本大震災以外の特定大規模災害等に対処するための人事院規則九―三〇（特殊勤務手当）の特例）の一部を改正する人事院規則,令和二年人事院規則九―一二九―三,令和二年三月十八日,令和二年三月十八日,,423RJNJ09129000,https://elaws.e-gov.go.jp/document?lawid=423RJNJ09129000_20200318_502RJNJ09129003,,
規則,平成二十三年人事院規則一〇―一三,人事院規則一〇―一三（東日本大震災により生じた放射性物質により汚染された土壌等の除染等のための業務等に係る職員の放射線障害の防止）,じんじいんきそくじゅうのじゅうさんひがしにほんだいしんさいよりしょうじたほうしゃせいぶっしつによりおせんされたどじょうとうのじょせんとうのためのぎょうむとうにかかるしょくいんのほうしゃせんしょうがいのぼうし,,平成二十三年十二月二十八日,平成２８年１０月１日（基準日）現在のデータ,,,,,423RJNJ10013000,https://elaws.e-gov.go.jp/document?lawid=423RJNJ10013000_20161001_000000000000000,,
規則,平成二十三年三月三十一日内閣総理大臣決定,内閣官房に内閣官房副長官補の命を受け特定事項の企画及び立案に関する事務に従事する企画官を置く規則,ないかくかんぼうにないかくかんぼうふくちょうかんほのめいをうけとくていじこうのきかくおよびりつあんにかんするじむにじゅうじするきかくかんをおくきそく,,平成二十三年三月三十一日,平成２８年１０月１日（基準日）現在のデータ,,,,,423RPMD03310000,https://elaws.e-gov.go.jp/document?lawid=423RPMD03310000_20161001_000000000000000,,
法律,平成二十四年法律第二十五号,福島復興再生特別措置法,ふくしまふっこうさいせいとくべつそちほう,,平成二十四年三月三十一日,復興庁設置法等の一部を改正する法律,令和二年法律第四十六号,令和二年六月十二日,令和二年六月十二日,,424AC0000000025,https://elaws.e-gov.go.jp/document?lawid=424AC0000000025_20200612_502AC0000000046,,○
法律,平成二十四年法律第三十一号,新型インフルエンザ等対策特別措置法,しんがたいんふるえんざとうたいさくとくべつそちほう,,平成二十四年五月十一日,新型インフルエンザ等対策特別措置法の一部を改正する法律,令和二年法律第四号,令和二年三月十三日,令和二年三月十四日,,424AC0000000031,https://elaws.e-gov.go.jp/document?lawid=424AC0000000031_20200314_502AC0000000004,,
法律,平成二十四年法律第五十二号,特定タンカーに係る特定賠償義務履行担保契約等に関する特別措置法,とくていたんかーにかかるとくていばいしょうぎむりこうたんぽけいやくとうにかんするとくべつそちほう,,平成二十四年六月二十七日,船舶油濁損害賠償保障法の一部を改正する法律,令和元年法律第十八号,令和元年五月三十一日,令和二年十月一日,,424AC0000000052,https://elaws.e-gov.go.jp/document?lawid=424AC0000000052_20201001_501AC0000000018,,
法律,平成二十四年法律第五十五号,特定多国籍企業による研究開発事業等の促進に関する特別措置法,とくていたこくせききぎょうによるけんきゅうかいはつじぎょうとうのそくしんにかんするとくべつそちほう,,平成二十四年八月三日,不正競争防止法等の一部を改正する法律,平成三十年法律第三十三号,平成三十年五月三十日,平成三十一年四月一日,,424AC0000000055,https://elaws.e-gov.go.jp/document?lawid=424AC0000000055_20190401_430AC0000000033,,
法律,平成二十四年法律第五十七号,使用済小型電子機器等の再資源化の促進に関する法律,しようずみこがたでんしききとうのさいしげんかのそくしんにかんするほうりつ,,平成二十四年八月十日,平成２７年８月１日（基準日）現在のデータ,,,,,424AC0000000057,https://elaws.e-gov.go.jp/document?lawid=424AC0000000057_20150801_000000000000000,,
法律,平成二十四年法律第六十五号,子ども・子育て支援法,こどもこそだてしえんほう,,平成二十四年八月二十二日,地域の自主性及び自立性を高めるための改革の推進を図るための関係法律の整備に関する法律,令和二年法律第四十一号,令和二年六月十日,令和二年九月十日,,424AC0000000065,https://elaws.e-gov.go.jp/document?lawid=424AC0000000065_20200910_502AC0000000041,,
法律,平成二十四年法律第六十八号,社会保障の安定財源の確保等を図る税制の抜本的な改革を行うための消費税法の一部を改正する等の法律　抄,しゃかいほしょうのあんていざいげんのかくほとうをはかるぜいせいのばっぽんてきなかいかくをおこなうためのしょうひぜいほうのいちぶをかいせいするとうのほうりつ　しょう,,平成二十四年八月二十二日,社会保障の安定財源の確保等を図る税制の抜本的な改革を行うための消費税法の一部を改正する等の法律等の一部を改正する法律,平成二十八年法律第八十五号,平成二十八年十一月二十八日,平成二十八年十一月二十八日,,424AC0000000068,https://elaws.e-gov.go.jp/document?lawid=424AC0000000068_20161128_428AC0000000085,,
法律,平成二十四年法律第六十八号,社会保障の安定財源の確保等を図る税制の抜本的な改革を行うための消費税法の一部を改正する等の法律　抄,しゃかいほしょうのあんていざいげんのかくほとうをはかるぜいせいのばっぽんてきなかいかくをおこなうためのしょうひぜいほうのいちぶをかいせいするとうのほうりつ　しょう,,平成二十四年八月二十二日,所得税法等の一部を改正する法律,平成二十八年法律第十五号,平成二十八年三月三十一日,令和三年四月一日,,424AC0000000068,https://elaws.e-gov.go.jp/document?lawid=424AC0000000068_20210401_428AC0000000015,○,
法律,平成二十四年法律第八十三号,株式会社農林漁業成長産業化支援機構法,かぶしきがいしゃのうりんぎょぎょうせいちょうさんぎょうかしえんきこうほう,,平成二十四年九月五日,平成２７年８月１日（基準日）現在のデータ,,,,,424AC0000000083,https://elaws.e-gov.go.jp/document?lawid=424AC0000000083_20150801_000000000000000,,
法律,平成二十四年法律第八十四号,都市の低炭素化の促進に関する法律,としのていたんそかのそくしんにかんするほうりつ,,平成二十四年九月五日,建築物のエネルギー消費性能の向上に関する法律,平成二十七年法律第五十三号,平成二十七年七月八日,平成二十九年七月七日,,424AC0000000084,https://elaws.e-gov.go.jp/document?lawid=424AC0000000084_20170707_427AC0000000053,,
法律,平成二十四年法律第百一号,財政運営に必要な財源の確保を図るための公債の発行の特例に関する法律,ざいせいうんえいにひつようなざいげんのかくほをはかるためのこうさいのはっこうのとくれいにかんするほうりつ,,平成二十四年十一月二十六日,東日本大震災からの復興のための施策を実施するために必要な財源の確保に関する特別措置法及び財政運営に必要な財源の確保を図るための公債の発行の特例に関する法律の一部を改正する法律,平成二十八年法律第二十三号,平成二十八年三月三十一日,平成二十八年四月一日,,424AC0000000101,https://elaws.e-gov.go.jp/document?lawid=424AC0000000101_20160401_428AC0000000023,,
法律,平成二十四年法律第百二号,年金生活者支援給付金の支給に関する法律,ねんきんせいかつしゃしえんきゅうふきんのしきゅうにかんするほうりつ,,平成二十四年十一月二十六日,年金制度の機能強化のための国民年金法等の一部を改正する法律,令和二年法律第四十号,令和二年六月五日,令和二年六月五日,,424AC0000000102,https://elaws.e-gov.go.jp/document?lawid=424AC0000000102_20200605_502AC0000000040,,○
法律,平成二十四年法律第百二号,年金生活者支援給付金の支給に関する法律,ねんきんせいかつしゃしえんきゅうふきんのしきゅうにかんするほうりつ,,平成二十四年十一月二十六日,所得税法等の一部を改正する法律,令和二年法律第八号,令和二年三月三十一日,令和三年一月一日,,424AC0000000102,https://elaws.e-gov.go.jp/document?lawid=424AC0000000102_20210101_502AC0000000008,○,
法律,平成二十四年法律第百二号,年金生活者支援給付金の支給に関する法律,ねんきんせいかつしゃしえんきゅうふきんのしきゅうにかんするほうりつ,,平成二十四年十一月二十六日,年金制度の機能強化のための国民年金法等の一部を改正する法律,令和二年法律第四十号,令和二年六月五日,令和三年八月一日,,424AC0000000102,https://elaws.e-gov.go.jp/document?lawid=424AC0000000102_20210801_502AC0000000040,○,
法律,平成二十四年法律第二号,国家公務員の給与の改定及び臨時特例に関する法律　抄,こっかこうむいんのきゅうよのかいていおよびりんじとくれいにかんするほうりつ　しょう,,平成二十四年二月二十九日,平成２７年８月１日（基準日）現在のデータ,,,,,424AC1000000002,https://elaws.e-gov.go.jp/document?lawid=424AC1000000002_20150801_000000000000000,,
法律,平成二十四年法律第六号,東日本大震災の被災者に対する援助のための日本司法支援センターの業務の特例に関する法律,ひがしにほんだいしんさいのひさいしゃにたいするえんじょのためのにほんしほうしえんせんたーのぎょうむのとくれいにかんするほうりつ,,平成二十四年三月二十九日,東日本大震災の被災者に対する援助のための日本司法支援センターの業務の特例に関する法律の一部を改正する法律,平成三十年法律第五号,平成三十年三月三十一日,平成三十年三月三十一日,,424AC1000000006,https://elaws.e-gov.go.jp/document?lawid=424AC1000000006_20180331_430AC0000000005,,
法律,平成二十四年法律第六号,東日本大震災の被災者に対する援助のための日本司法支援センターの業務の特例に関する法律,ひがしにほんだいしんさいのひさいしゃにたいするえんじょのためのにほんしほうしえんせんたーのぎょうむのとくれいにかんするほうりつ,,平成二十四年三月二十九日," ",,平成二十四年三月二十九日,令和三年三月三十一日,,424AC1000000006,https://elaws.e-gov.go.jp/document?lawid=424AC1000000006_20210331_000000000000000,○,
法律,平成二十四年法律第二十九号,国会議員の歳費及び期末手当の臨時特例に関する法律,こっかいぎいんのさいひおよびきまつてあてのりんじとくれいにかんするほうりつ,,平成二十四年四月二十七日,平成２７年８月１日（基準日）現在のデータ,,,,,424AC1000000029,https://elaws.e-gov.go.jp/document?lawid=424AC1000000029_20150801_000000000000000,,
法律,平成二十四年法律第三十四号,警察等が取り扱う死体の死因又は身元の調査等に関する法律,けいさつとうがとりあつかうしたいのしいんまたはみもとのちょうさとうにかんするほうりつ,,平成二十四年六月二十二日,平成２７年８月１日（基準日）現在のデータ,,,,,424AC1000000034,https://elaws.e-gov.go.jp/document?lawid=424AC1000000034_20150801_000000000000000,,
法律,平成二十四年法律第四十七号,原子力規制委員会設置法,げんしりょくきせいいいんかいせっちほう,,平成二十四年六月二十七日,原子力利用における安全対策の強化のための核原料物質、核燃料物質及び原子炉の規制に関する法律等の一部を改正する法律,平成二十九年法律第十五号,平成二十九年四月十四日,令和元年九月一日,,424AC1000000047,https://elaws.e-gov.go.jp/document?lawid=424AC1000000047_20190901_429AC0000000015,,
法律,平成二十四年法律第四十八号,東京電力原子力事故により被災した子どもをはじめとする住民等の生活を守り支えるための被災者の生活支援等に関する施策の推進に関する法律,とうきょうでんりょくげんしりょくじこによりひさいしたこどもをはじめとするじゅうみんとうのせいかつをまもりささえるためのひさいしゃのせいかつしえんとうにかんするしさくのすいしんにかんするほうりつ,,平成二十四年六月二十七日,平成２７年８月１日（基準日）現在のデータ,,,,,424AC1000000048,https://elaws.e-gov.go.jp/document?lawid=424AC1000000048_20150801_000000000000000,,
法律,平成二十四年法律第四十九号,劇場、音楽堂等の活性化に関する法律,げきじょう、おんがくどうとうのかっせいかにかんするほうりつ,,平成二十四年六月二十七日,文化芸術振興基本法の一部を改正する法律,平成二十九年法律第七十三号,平成二十九年六月二十三日,平成二十九年六月二十三日,,424AC1000000049,https://elaws.e-gov.go.jp/document?lawid=424AC1000000049_20170623_429AC0000000073,,
法律,平成二十四年法律第五十号,国等による障害者就労施設等からの物品等の調達の推進等に関する法律,くにとうによるしょうがいしゃしゅうろうしせつとうからのぶっぴんとうのちょうたつのすいしんとうにかんするほうりつ,,平成二十四年六月二十七日,障害者の日常生活及び社会生活を総合的に支援するための法律及び児童福祉法の一部を改正する法律,平成二十八年法律第六十五号,平成二十八年六月三日,平成三十年四月一日,,424AC1000000050,https://elaws.e-gov.go.jp/document?lawid=424AC1000000050_20180401_428AC0000000065,,
